slug,name,category,history_source_mode,has_avax_history,has_total_history,avax_history_days,total_history_days,current_avax_core_tvl,current_total_core_tvl,current_non_avax_core_tvl,current_avax_share,active_chain_count_core,data_quality_score_v2,current_status,current_tvl_band_avax,low_tvl_now_avax,migrated_candidate,core_eligible,core_universe_status,boundary_reason,label_confidence_v2,structural_decay_label_v2,structural_decay_target_v2
topshelf,TopShelf,CDP,avax_core,1,1,1543,1543,2082.26258,22824.23244,20741.96986,0.0912303441298112,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
tornadao,Tornadao,Reserve Currency,avax_core,1,1,1555,1555,7.09314,7.09314,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
tornado-cash,Tornado Cash,Privacy,avax_core,1,1,1385,2274,45522.78469,474258150.5947701,474212627.81008005,9.598735337054217e-05,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
tranche-finance,Tranche Finance,Yield,avax_core,1,1,1466,1729,36.40441,33284.35413000001,33247.949720000004,0.0010937394145553753,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
treehouse-finance,TreeHouse Finance,Yield,avax_core,1,1,558,558,29.06204,29.06204,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
treehouse-protocol,Treehouse Protocol,DOR,avax_core,1,1,191,545,7929144.48192,153633227.21288002,145704082.73096,0.051610869769292016,3.0,0.904658,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.904658,censored,
tulipa-capital,Tulipa Capital,Risk Curators,avax_core,1,1,102,411,4165821.91345,51236727.57526,47070905.661809996,0.08130538601105929,7.0,0.85589,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.85589,censored,
turtle-club,Turtle Club,Onchain Capital Allocator,avax_core,1,1,139,307,4395630.84407,5351172.191199999,955541.3471299997,0.8214332649019617,3.0,0.860274,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.860274,censored,
umami-finance,Umami Finance,Yield,avax_core,1,1,548,1573,0.0,567703.66826,567703.66826,0.0,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
uncx-network-v2,UNCX Network V2,Token Locker,avax_core,1,1,1347,1372,95614.00922,121950156.71672001,121854542.70750001,0.0007840417084670365,6.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
unifi,UniFi,Dexs,avax_core,1,1,1485,1611,152.67592,3593.63599,3440.96007,0.042485082079779586,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
uniswap-v2,Uniswap V2,Dexs,avax_core,1,1,741,2108,138405.39707,900674907.5076401,900536502.1105701,0.00015366853891044584,11.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
uniswap-v3,Uniswap V3,Dexs,avax_core,1,1,957,1753,4660072.41775,1588550134.9854398,1583890062.56769,0.002933538145960192,35.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
uniswap-v4,Uniswap V4,Dexs,avax_core,1,1,401,401,593803.17141,639040871.0537,638447067.88229,0.0009292100056619092,12.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,censored,
uno-farm,UNO farm,Yield Aggregator,avax_core,1,1,1121,1124,115.15543,2947.70558,2832.55015,0.039066123422000644,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
upshift,Upshift,Onchain Capital Allocator,avax_core,1,1,460,460,1346470.23376,316056390.00306,314709919.7693,0.00426022151853017,10.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
vacus-finance,Vacus Finance,Yield Aggregator,avax_core,1,1,399,399,0.8179,0.8179,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,censored,
valhalladao,ValhallaDAO,Reserve Currency,avax_core,1,1,1534,1534,2e-05,2e-05,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
vapordex-v1,VaporDex V1,Dexs,avax_core,1,1,1187,1187,408553.43918,408567.64136,14.202180000022054,0.9999652390973677,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
vapordex-v2,VaporDex V2,Dexs,avax_core,1,1,872,872,18882.48581,19052.21202,169.72621000000072,0.9910915220856333,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
vaporfi,VaporFi,Yield,avax_core,1,1,1488,1488,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
varlamore-capital,Varlamore Capital,Risk Curators,avax_core,1,1,224,224,16.76851,125302.50200000001,125285.73349000001,0.00013382422323857506,2.0,0.88411,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,0.88411,censored,
vaultlayer,VaultLayer,Liquid Staking,total_only,0,1,0,265,0.0,462.57879,462.57879,0.0,0.0,0.222603,no_avax_core_history,unknown,,0,0,boundary_excluded,no_avax_core_history_total_only,0.222603,missing_avax_history,
vector-finance,Vector Finance,Yield,avax_core,1,1,1461,1461,23532.91419,23532.91419,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
vee-finance,Vee Finance,Lending,avax_core,1,1,1628,1628,13098.79528,13098.79528,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
vertex-perps,Vertex Perps,Derivatives,avax_core,1,1,340,1097,0.0,0.0,0.0,0.0,0.0,0.986301,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.986301,censored,
vesper,Vesper,Yield Aggregator,avax_core,1,1,1431,1902,0.0,35241160.95092,35241160.95092,0.0,4.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,resilient_or_unproven,0.0
vfat.io,vfat.io,Yield Aggregator,avax_core,1,1,210,638,1069456.26294,34946418.47856,33876962.21562,0.030602742984839,14.0,0.915068,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.915068,censored,
vikingsfinance,VikingsFinance,Reserve Currency,avax_core,1,1,638,638,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
volta-club,Volta Club,Reserve Currency,avax_core,1,1,1647,1647,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
volta-dao,Volta DAO,Reserve Currency,avax_core,1,1,1482,1482,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
voltz,Voltz,Derivatives,avax_core,1,1,998,1376,740.00271,236171.84292999998,235431.84021999998,0.003133323180356147,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,1,1,core_eligible,,1.0,structural_decay,1.0
vortex-dao,Vortex DAO,Reserve Currency,avax_core,1,1,861,861,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
waterfall-defi,Waterfall DeFi,Yield Aggregator,avax_core,1,1,1426,1426,9479.12985,20557.064319999998,11077.934469999998,0.4611130121715745,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
whaleswap,WhaleSwap,Dexs,avax_core,1,1,1166,1341,132.29747,1618.0127699999998,1485.7152999999998,0.08176540534967472,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
wolf-safe-poor-people,Wolf Safe Poor People,Yield,total_only,0,1,0,1302,0.0,0.0,0.0,0.0,0.0,0.25,no_avax_core_history,unknown,,0,0,boundary_excluded,no_avax_core_history_total_only,0.25,missing_avax_history,
wombat-exchange,Wombat Exchange,Dexs,avax_core,1,1,845,1411,52075.96555,3470664.07475,3418588.1092000003,0.015004611344804712,4.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
woofi-earn,WOOFi Earn,Yield,avax_core,1,1,1210,1210,1110069.05679,6544639.58649,5434570.5297,0.1696150020363992,8.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
woofi-swap,WOOFi Swap,Dexs,avax_core,1,1,1459,1474,1130115.64295,5826395.474,4696279.83105,0.19396480173601066,12.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
wowswap,WOWswap,Dexs,avax_core,1,1,1489,1489,2890.69776,37734.428420000004,34843.73066,0.07660637463022686,1.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
xave-finance,Xave Finance,Dexs,avax_core,1,1,857,857,11877.3828,149710.1343,137832.7515,0.07933586363765621,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
xdollar,xDollar,CDP,avax_core,1,1,1453,1732,3287.01717,98636.77359,95349.75641999999,0.033324459533348366,2.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
xsy,XSY,Basis Trading,avax_core,1,1,277,277,20974668.99613,20974668.99613,0.0,1.0,1.0,0.927671,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.927671,censored,
yel-finance,Yel Finance,Yield,avax_core,1,1,267,1602,87.00594,15072.156340000001,14985.150400000002,0.005772627223159496,1.0,0.946301,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,0.946301,censored,
yeti-finance,Yeti Finance,CDP,avax_core,1,1,884,884,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
yetiswap,YetiSwap,Dexs,avax_core,1,1,1788,1788,9658.23658,9658.23658,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
yield-yak-aggregator,Yield Yak Aggregator,Yield Aggregator,avax_core,1,1,1568,1568,12026123.84262,15153614.36674,3127490.5241199993,0.793614219787433,2.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
yield-yak-staked-avax,Yield Yak Staked Avax,Liquid Staking,avax_core,1,1,1227,1227,471795.613,471795.613,0.0,1.0,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
yieldfi,YieldFi,Yield Aggregator,avax_core,1,1,193,415,23431.38964,20293894.1043,20270462.71466,0.001154602932269919,8.0,0.905753,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.905753,censored,
yieldwolf,YieldWolf,Yield,avax_core,1,1,1506,1506,38536.26182,60976.897119999994,22440.635299999994,0.6319813509723566,1.0,1.0,active_on_avax,ge_10k,0.0,0,1,core_eligible,,1.0,structural_decay,1.0
zabu-finance,Zabu Finance,Yield Aggregator,avax_core,1,1,1656,1656,5515.19518,5515.19518,0.0,1.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
zerobase-cedefi,ZEROBASE CeDeFi,Basis Trading,avax_core,1,1,278,278,15792.91349,56395536.11088,56379743.197390005,0.00028003836081900784,7.0,0.928493,active_on_avax,ge_10k,0.0,0,1,core_eligible,,0.928493,censored,
zeroshift,ZeroShift,Reserve Currency,avax_core,1,1,1506,1506,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
zeroswap,ZeroSwap,Dexs,total_only,0,1,0,1360,0.0,0.0,0.0,0.0,0.0,0.25,no_avax_core_history,unknown,,0,0,boundary_excluded,no_avax_core_history_total_only,0.25,missing_avax_history,
zkex,ZKEX,Dexs,avax_core,1,1,724,724,0.03117,2.0465099999999996,2.0153399999999997,0.015230807569960569,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,structural_decay,1.0
zookeeper,Zookeeper,Yield,avax_core,1,1,1418,1774,0.0,0.0,0.0,0.0,0.0,1.0,low_tvl_on_avax,lt_10k,1.0,0,1,core_eligible,,1.0,resilient_or_unproven,0.0
